<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>
<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>,20.8806130178211,21.377558326431952,22.203603311174515,19.026297590440446,20.615528128088304,18.027756377319946,22.47220505424423,19.1049731745428,18.38477631085024,14.560219778561038,19.1049731745428,18.681541692269406,28.017851452243796,28.0713376952364,29.017236257093817,47.29693436154187,35.51056180912941,31.304951684997057,26.019223662515373,25.238858928247925,34.36568055487917,27.018512172212592,16.155494421403514,15.03329637837291,16.55294535724685,12.649110640673518,23.853720883753127,18.0,15.132745950421555,17.720045146669353,24.698178070456937,31.400636936215164,47.539457296018846,16.76305461424021,14.0356688476182,24.020824298928627,26.476404589747453,15.132745950421555,16.278820596099706,43.93176527297759,11.704699910719626,7.0710678118654755,101.78899744078433,5.8309518948453,42.63801121065569,38.94868418830089,36.61966684720111,55.036351623268054,27.073972741361768,21.93171219946131,41.14608122288197,37.0
<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>
<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>,25.553864678361276,27.018512172212596,26.076809620810597,23.430749027719965,26.627053911388693,23.345235059857504,26.248809496813376,23.60084744241189,23.0,19.723082923316017,24.698178070456937,21.02379604162864,33.60059523282288,34.40930106817051,34.40930106817051,58.24087911424415,50.03998401278722,45.617978911828175,41.725292090050125,40.85339643163099,41.77319714841084,30.870698080866262,14.866068747318506,11.6619037896906,22.360679774997894,25.495097567963924,21.0,18.867962264113206,12.041594578792296,15.231546211727817,21.095023109728984,27.202941017470888,42.48529157249601,14.422205101855958,10.63014581273465,23.345235059857504,20.591260281974,10.63014581273465,12.649110640673518,36.87817782917155,14.866068747318504,7.280109889280519,79.0253124005214,14.866068747318506,59.304300012730955,70.51950084905593,68.96375859826668,74.67261881037788,63.60031446463139,63.953107821277925,67.26812023536854,55.731499172371095
<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>,26.076809620810597,26.68332812825267,31.622776601683796,29.546573405388315,27.294688127912362,24.73863375370596,30.80584360149873,27.459060435491963,25.96150997149434,24.413111231467404,27.294688127912362,30.06659275674582,33.24154027718932,33.24154027718932,34.132096331752024,50.24937810560445,43.68065933568311,47.539457296018846,48.10405388322277,58.309518948453004,36.235341863986875,28.0178514522438,22.20360331117452,22.847319317591726,31.57530680769389,36.06937759374287,36.359317925395686,31.76476034853718,22.80350850198276,23.086792761230395,26.248809496813376,32.526911934581186,43.278170016764804,22.090722034374522,21.587033144922902,45.880278987817846,47.01063709417263,21.587033144922902,23.021728866442675,35.440090293338706,10.77032961426901,11.0,120.50726119201282,39.05124837953328,49.648766349225646,66.46803743153548,69.06518659932803,72.17340230306452,75.8023746329889,67.62396025078685,64.62197768561406,51.86520991955976
<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>,26.1725046566048,31.016124838541643,32.55764119219941,27.85677655436824,30.01666203960727,21.400934559032695,36.796738985948195,34.23448553724738,31.780497164141405,31.240998703626623,34.23448553724738,30.59411708155671,41.19465984809196,40.11234224026316,40.19950248448356,25.80697580112788,29.068883707497264,35.84689665786984,41.88078318274385,56.089214649520635,24.08318915758459,23.769728648009426,22.20360331117452,21.93171219946131,33.015148038438355,39.84971769034255,48.414873747640826,33.61547262794322,22.360679774997894,23.0,27.51363298439521,39.408120990476064,33.95585369269929,21.023796041628636,22.561028345356952,55.036351623268054,58.180752831155424,21.840329667841555,22.0,37.696153649941536,10.04987562112089,12.36931687685298,131.97348218486923,23.194827009486403,51.73973328110611,44.553338819890925,32.57299494980467,45.09988913511873,49.20365840057017,34.9857113690718,56.0357029044876,64.38167441127949
<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>,22.203603311174515,21.587033144922902,23.40939982143925,21.93171219946131,21.213203435596427,20.09975124224178,22.671568097509265,22.360679774997894,21.840329667841555,20.12461179749811,20.39607805437114,22.0,30.413812651491096,29.61418578992169,31.40063693621516,41.773197148410844,34.17601498127012,36.1386219991853,37.53664875824692,47.434164902525694,29.698484809834998,25.942243542145697,21.0,20.6155281280883,28.0713376952364,31.38470965295043,26.248809496813372,25.495097567963924,20.8806130178211,22.090722034374522,27.018512172212592,30.083217912982647,39.92492955535426,21.213203435596427,20.615528128088304,43.0,39.45883931389771,20.615528128088304,21.213203435596427,41.97618372363071,10.44030650891055,10.04987562112089,123.16655390161729,7.211102550927979,52.15361924162119,58.05170109479997,44.10215414239989,47.16990566028302,50.24937810560445,46.95742752749558,56.79788728465171,51.85556864985669
<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>,19.723082923316017,18.681541692269406,22.203603311174515,19.1049731745428,19.235384061671347,16.55294535724685,23.40939982143925,22.561028345356952,27.202941017470888,23.021728866442675,21.213203435596427,23.769728648009426,25.709920264364882,26.92582403567252,26.92582403567252,43.86342439892262,47.12748667179271,52.086466572421664,58.60034129593444,66.70832032063167,30.80584360149873,16.64331697709324,15.811388300841896,16.0,42.720018726587654,51.40038910358559,41.01219330881976,31.144823004794876,19.6468827043885,17.0,25.553864678361276,32.57299494980467,20.808652046684813,12.36931687685298,17.720045146669353,67.42403132415029,52.77309920783504,18.02775637731995,15.811388300841896,27.78488797889961,10.0,11.704699910719626,100.57832768544127,47.095647357266465,58.89821729050889,69.8927750200262,67.00746227100382,57.008771254956905,63.063460101710255,63.34824385884742,63.655321851358195,57.140178508646606
<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>,29.410882339705484,27.073972741361768,31.827660925679098,24.041630560342615,25.079872407968907,18.973665961010276,33.83784863137726,27.459060435491963,28.425340807103794,22.203603311174515,26.305892875931807,24.083189157584588,34.23448553724738,35.12833614050059,34.132096331752024,45.0,35.35533905932738,35.22782990761707,34.828149534536,45.617978911828175,40.0,37.33630940518894,30.14962686336267,29.120439557122076,32.984845004941285,34.828149534536,39.35733730830886,34.43835071544513,31.40063693621516,31.016124838541643,36.1386219991853,39.05124837953328,57.27128425310541,30.01666203960727,29.27456233660889,45.880278987817846,50.24937810560445,30.59411708155671,31.0,53.48831648126533,8.54400374531753,9.055385138137417,154.5477272560163,44.01136216933078,45.221676218380054,43.41658669218482,40.44749683231337,55.65968020030298,50.6951674225463,38.07886552931954,47.50789408087881,46.66904755831214
<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>,23.259406699226012,26.305892875931807,28.160255680657446,28.460498941515414,25.317977802344327,23.086792761230395,29.27456233660889,24.186773244895647,26.832815729997478,25.01999200639361,25.179356624028344,28.460498941515414,23.021728866442675,24.020824298928627,25.0,69.656299069072,61.09828148156051,60.0,61.465437442517235,67.47592163134935,45.453272709454055,36.71511950137164,27.459060435491963,24.73863375370596,32.2490309931942,47.43416490252569,27.892651361962706,28.284271247461902,25.079872407968907,27.073972741361768,32.01562118716424,30.083217912982644,54.91812087098393,27.018512172212592,24.020824298928627,51.61395160225576,42.29657196511321,25.079872407968907,26.019223662515373,46.17358552246079,16.155494421403514,14.7648230602334,139.0,26.019223662515373,49.64876634922564,66.60330322138684,63.56099432828281,59.169248769948055,56.824290580701486,63.06346010171025,66.21933252457322,47.43416490252569
<_io.TextIOWrapper name='./EmotionDataset.csv' mode='w' encoding='cp1252'>,20.518284528683193,24.020824298928627,24.758836806279895,21.18962010041709,22.0,15.811388300841896,27.65863337187866,27.073972741361768,27.018512172212596,23.769728648009426,26.076809620810597,22.472205054244228,26.248809496813376,26.925824035672523,25.63201123595259,27.51363298439521,32.01562118716424,37.33630940518894,44.59820624195551,57.9827560572969,22.02271554554524,15.0,11.704699910719626,13.341664064126334,28.635642126552703,39.82461550347975,32.89376840679706,25.317977802344327,15.0,12.165525060596437,10.63014581273465,13.341664064126334,11.6619037896906,11.045361017187261,13.038404810405298,47.12748667179271,46.09772228646444,13.0,11.40175425099138,5.0,7.615773105863909,12.649110640673518,75.23961722390672,12.041594578792294,43.382023926967726,37.73592452822641,26.92582403567252,37.65634076752546,48.02082881417187,38.27531841800928,46.010868281309364,56.85068161420759
